HostName,IPAddress,Models,Vendors
QALIUB-R05J-C-EG,10.45.15.235,mx104,Juniper
RODFARAG-R02J-C-EG,10.45.19.19,mx104,Juniper
RODFARAG-R03J-C-EG,10.45.19.20,mx104,Juniper
SAMHOUD-R01J-KN-EG,10.45.15.149,mx104,Juniper
SALMIAH-R01J-KN-EG,10.45.19.23,mx104,Juniper
SHBRKHM-R07J-C-EG,10.45.15.221,mx104,Juniper
SHBRKHM-R09J-C-EG,10.45.19.18,mx104,Juniper
SHBRKHM-R08J-C-EG,10.45.19.17,mx104,Juniper
SHOBAK-R01J-GZ-EG,10.45.15.193,mx104,Juniper
SWRWAD-R01J-WAD-EG,10.45.15.151,mx104,Juniper
ZAMALEK-R05J-C-EG,10.45.15.224,mx104,Juniper
ASWNW-R36A-ASN-EG,10.45.11.109,,
ASERBNA-R01J-GH-EG,10.45.19.25,,
BNSUF2-R40C-BNS-EG,10.45.16.80,,
FAWALA-R30J-C-EG,10.45.19.14,,
FAWALA-R06J-C-EG,10.45.19.12,,
EZBQSR-R01J-WAD-EG,10.45.19.22,,
MOQATAM1-R06J-C-EG,10.45.15.247,,
SHRABEYA-R05J-C-EG,10.45.15.230,,
LUXOR2-R36A-LX-EG,10.45.11.116,,
TABA-R01J-JS-EG,10.45.15.41,,
SHRABEYA-R06J-C-EG,10.45.15.231,,
SHRABEYA-R30J-C-EG,10.45.19.3,,
SHGWST-R40J-SHG-EG,10.45.18.29,,
QASR-R01J-WAD-EG,10.45.19.21,,
FAWALA-R07J-C-EG,10.45.19.13,,
MOQATAM1-R07J-C-EG,10.45.15.248,,
MOQATAM1-R30J-C-EG,10.45.15.252,,
SAFADS-R01J-AST-EG,10.45.19.24,,
NGMOMD-R01J-AST-EG,10.45.19.16,,
PTFUAD-R30J-PTS-EG,10.45.10.180,,
CAIROSTD-R02J-C-EG,10.45.15.100,,
KFRGND-R01J-SHR-EG,10.45.15.112,,
MINYAGD-R04J-MN-EG,10.45.19.5,,
6OCT1-R30J-GZ-EG,10.45.10.182,,
CAIROSTD-R01J-C-EG,10.45.15.99,,
MUBARK-R30C-PTS-EG,10.45.18.34,,
MINYAGD-R03J-MN-EG,10.45.19.4,,
SHGWST-R51C-SHG-EG,10.45.11.130,,
AUTO-R38J-ALX-EG,10.45.10.80,MX480,Juniper
ASYUTW-R40J-AST-EG,10.45.0.75,,
KOBBA-R40C-C-EG,10.45.2.100,ASR9K,Cisco
SHGWST-R41J-SHG-EG,10.45.10.77,,
KOBBA-R41C-C-EG,10.45.7.7,ASR9K,Cisco
ASYUTW-R41J-AST-EG,10.45.10.102,,
QNAWEST-R40J-KN-EG,10.45.2.122,mx2020,Juniper
MQATM2_A-R41C-C-EG,10.45.2.198,,
QNAWEST-R41J-KN-EG,10.45.10.67,mx2020,Juniper
MQATM2_A-R40C-C-EG,10.45.2.108,,
BLQDK_1-R06J-GZ-EG,10.45.19.55,,
AKEBIR-R03J-SHR-EG,10.45.15.211,,
BLQDK_1-R07J-GZ-EG,10.45.19.56,,
HLPLS-R08J-C-EG,10.45.15.182,,
EBSHWY-R02J-FYM-EG,10.45.15.251,,
SEMOHA-R07J-ALX-EG,10.45.15.209,,
SFTLBAN-R30J-GZ-EG,10.45.10.176,,
QALAA1-R05J-C-EG,10.45.15.238,,
ZAWTSLTN-R01J-MN-EG,10.45.15.155,,
ZGZIGW-R16J-SHR-EG,10.45.19.47,,
ZGZIGW-R17J-SHR-EG,10.45.19.48,,
RAMSIS-R60J-C-EG,10.45.15.236,,
SEMOHA-R08J-ALX-EG,10.45.15.210,,
MNSHIA-R07J-ALX-EG,10.45.15.242,,
ZGZIGW-R15J-SHR-EG,10.45.15.223,,
SHGWST-R31J-SHG-EG,10.45.16.82,,
ASYUTW-R30J-AST-EG,10.45.16.53,,
ASYUTW-R31J-AST-EG,10.45.16.54,,
MQATM2_A-R31C-C-EG,10.45.16.73,,
MQATM2_A-R30C-C-EG,10.45.16.72,,
KOBBA-R31C-C-EG,10.45.16.79,ASR9010,Cisco
SHGWST-R32J-SHG-EG,10.45.16.83,,
QNAWEST-R30J-KN-EG,10.45.16.90,MX960,Juniper
QNAWEST-R32J-KN-EG,10.45.16.91,MX960,Juniper
KOBBA-R30C-C-EG,10.45.16.78,,
RAMSIS-R45C-C-EG,10.45.10.145,ASR9K,Cisco
